,language,url,query
0,python,https://github.com/tensorflow/datasets/blob/46ceb0cf7b4690f38ecbbc689e4d659a903d08dc/tensorflow_datasets/core/features/text_feature.py#L83-L88,convert int to string
1,go,https://github.com/goatcms/goatcore/blob/26a2b8b97e6f3060a737ac6dc40d5c48e7037b49/varutil/strconv.go#L26-L31,convert int to string
2,python,https://github.com/tensorflow/datasets/blob/46ceb0cf7b4690f38ecbbc689e4d659a903d08dc/tensorflow_datasets/core/features/text/subword_text_encoder.py#L174-L188,convert int to string
3,javascript,https://github.com/ethereum/remix/blob/09acd177d52d3b6d1c4ef04f4d9bdbad6e526a6e/remix-lib/src/util.js#L33-L42,convert int to string
4,python,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/patched/notpip/_vendor/pkg_resources/__init__.py#L1323-L1332,convert int to string
5,java,https://github.com/groupon/odo/blob/3bae43d5eca8ace036775e5b2d3ed9af1a9ff9b1/proxylib/src/main/java/com/groupon/odo/proxylib/Utils.java#L44-L53,convert int to string
6,go,https://github.com/rs/zerolog/blob/acf3980132bfcdc48638724e6e3d9e5749b85999/array.go#L122-L125,convert int to string
7,python,https://github.com/pmacosta/pcsv/blob/cd1588c19b0cd58c38bc672e396db940f88ffbd7/pcsv/csv_file.py#L64-L74,convert int to string
8,php,https://github.com/fab2s/OpinHelpers/blob/61f47ce73beb0b9a09c342bbb01b43c9b79f7ad8/src/Math/MathBaseAbstract.php#L244-L261,convert int to string
9,python,https://github.com/openid/JWTConnect-Python-CryptoJWT/blob/8863cfbfe77ca885084870b234a66b55bd52930c/src/cryptojwt/utils.py#L185-L198,convert int to string
10,java,https://github.com/ggrandes/packer/blob/0b37b286a3d0555050eb2e65419dd74f8d8d3e78/src/main/java/org/javastack/packer/Packer.java#L976-L983,convert int to string
11,python,https://github.com/gwastro/pycbc-glue/blob/a3e906bae59fbfd707c3ff82e5d008d939ec5e24/misc/generate_vcs_info.py#L96-L107,convert int to string
12,python,https://github.com/readbeyond/aeneas/blob/9d95535ad63eef4a98530cfdff033b8c35315ee1/aeneas/textfile.py#L525-L534,convert int to string
13,python,https://github.com/nerdvegas/rez/blob/1d3b846d53b5b5404edfe8ddb9083f9ceec8c5e7/src/rez/vendor/amqp/serialization.py#L299-L305,convert int to string
14,go,https://github.com/kubernetes/kubernetes/blob/6a8a3682919652ae668c389ed2f60efb770eed03/staging/src/k8s.io/apimachinery/pkg/util/sets/int.go#L30-L34,convert int to string
15,java,https://github.com/morimekta/utils/blob/dc987485902f1a7d58169c89c61db97425a6226d/io-util/src/main/java/net/morimekta/util/Strings.java#L635-L653,convert int to string
16,go,https://github.com/influxdata/influxql/blob/1cbfca8e56b6eaa120f5b5161e4f0d5edcc9e513/ast.go#L3714-L3719,convert int to string
17,php,https://github.com/fruitl00p/php-mt940/blob/5027d0bc2e2eb696926a4d71dc814e49d6e47a03/src/Parser/Banking/Mt940/Engine.php#L586-L595,convert int to string
18,python,https://github.com/NikolayDachev/jadm/blob/12bb550445edfcd87506f7cba7a6a35d413c5511/lib/paramiko-1.14.1/paramiko/util.py#L62-L89,convert int to string
19,go,https://github.com/maraino/go-mock/blob/4c74c434cd3a9e9a70ed1eeb56646a1d3fac372f/mock.go#L656-L662,convert int to string
